session_id,timestamp,kpm,inter_key_avg,switch_rate,scroll_velocity,scroll_delta,mouse_entropy,idle_ratio,tab_count,domain_switches,time_of_day,cls_target
sess_0015,2026-05-15T09:26:00+00:00,10.17,,0.28,60.01,4.61,0.06,0.03,1,0.1,-0.6088,15.26
sess_0015,2026-05-15T09:27:00+00:00,12.27,,0.34,53.95,4.9,0.06,0.03,1,0.14,-0.5556,15.27
sess_0015,2026-05-15T09:28:00+00:00,11.3,,0.27,59.83,5.97,0.06,0.03,1,0.12,-0.5,15.28
sess_0015,2026-05-15T09:29:00+00:00,11.22,,0.28,57.97,6.36,0.06,0.03,1,0.09,-0.4423,15.29
sess_0015,2026-05-15T09:30:00+00:00,10.22,,0.24,60.23,6.11,0.05,0.03,1,0.12,-0.3827,15.3
sess_0015,2026-05-15T09:31:00+00:00,11.31,,0.3,52.33,7.34,0.06,0.03,1,0.11,-0.3214,15.31
sess_0015,2026-05-15T09:32:00+00:00,13.23,,0.32,49.36,5.16,0.06,0.03,1,0.11,-0.2588,15.32
sess_0015,2026-05-15T09:33:00+00:00,11.75,,0.29,63.31,7.68,0.06,0.03,1,0.14,-0.1951,15.33
sess_0015,2026-05-15T09:34:00+00:00,12.15,,0.28,63.41,7.21,0.06,0.03,1,0.11,-0.1305,15.34
sess_0015,2026-05-15T09:35:00+00:00,12.67,,0.25,57.78,7.76,0.05,0.03,1,0.07,-0.0654,15.35
sess_0015,2026-05-15T09:36:00+00:00,12.42,,0.35,52.78,5.16,0.06,0.03,1,0.11,0.0,15.36
sess_0015,2026-05-15T09:37:00+00:00,11.75,,0.39,57.77,5.63,0.06,0.03,1,0.11,0.0654,15.37
sess_0015,2026-05-15T09:38:00+00:00,12.48,,0.28,65.84,8.34,0.06,0.03,1,0.16,0.1305,15.38
sess_0015,2026-05-15T09:39:00+00:00,11.99,,0.28,59.98,6.06,0.06,0.02,1,0.15,0.1951,15.39
sess_0015,2026-05-15T09:40:00+00:00,11.5,,0.28,49.69,6.96,0.06,0.03,1,0.1,0.2588,15.4
sess_0015,2026-05-15T09:41:00+00:00,9.87,,0.33,61.09,3.74,0.06,0.03,1,0.12,0.3214,15.41
sess_0015,2026-05-15T09:42:00+00:00,11.42,,0.24,65.52,4.89,0.05,0.03,1,0.11,0.3827,15.42
sess_0015,2026-05-15T09:43:00+00:00,10.26,,0.26,54.86,6.58,0.06,0.03,1,0.07,0.4423,15.43
sess_0015,2026-05-15T09:44:00+00:00,11.8,,0.27,60.74,6.16,0.05,0.03,1,0.09,0.5,15.44
sess_0015,2026-05-15T09:45:00+00:00,11.84,,0.33,54.56,6.68,0.05,0.03,1,0.08,0.5556,15.45
sess_0015,2026-05-15T09:46:00+00:00,12.47,,0.34,62.58,8.45,0.06,0.03,1,0.13,0.6088,15.46
sess_0015,2026-05-15T09:47:00+00:00,12.48,,0.28,57.87,4.52,0.06,0.03,1,0.07,0.6593,15.47
sess_0015,2026-05-15T09:48:00+00:00,13.38,,0.29,55.26,4.1,0.05,0.03,1,0.12,0.7071,15.48
sess_0015,2026-05-15T09:49:00+00:00,10.17,,0.3,55.86,3.38,0.05,0.03,1,0.15,0.7518,15.49
sess_0015,2026-05-15T09:50:00+00:00,12.67,,0.26,50.48,5.4,0.06,0.03,1,0.12,0.7934,15.5
sess_0015,2026-05-15T09:51:00+00:00,11.11,,0.33,62.85,9.34,0.06,0.03,1,0.07,0.8315,15.51
sess_0015,2026-05-15T09:52:00+00:00,12.4,,0.24,55.91,5.42,0.06,0.03,1,0.12,0.866,15.52
sess_0015,2026-05-15T09:53:00+00:00,11.29,,0.25,65.58,7.1,0.06,0.03,1,0.07,0.8969,15.53
sess_0015,2026-05-15T09:54:00+00:00,12.03,,0.31,55.43,4.67,0.06,0.03,1,0.15,0.9239,15.54
sess_0015,2026-05-15T09:55:00+00:00,12.12,,0.26,66.99,6.78,0.06,0.03,1,0.11,0.9469,15.55
sess_0015,2026-05-15T09:56:00+00:00,11.26,,0.29,64.19,6.57,0.06,0.03,1,0.13,0.9659,15.56
sess_0015,2026-05-15T09:57:00+00:00,12.38,,0.27,53.51,6.6,0.05,0.03,1,0.12,0.9808,15.57
sess_0015,2026-05-15T09:58:00+00:00,11.93,,0.34,56.52,5.23,0.06,0.03,1,0.15,0.9914,15.58
sess_0015,2026-05-15T09:59:00+00:00,11.5,,0.25,58.2,7.3,0.06,0.03,1,0.11,0.9979,15.59
sess_0015,2026-05-15T10:00:00+00:00,11.7,,0.31,55.66,7.18,0.04,0.03,1,0.13,1.0,15.6
sess_0015,2026-05-15T10:01:00+00:00,11.08,,0.31,57.08,4.81,0.06,0.03,1,0.13,0.9979,15.61
sess_0015,2026-05-15T10:02:00+00:00,10.99,,0.28,54.45,8.91,0.06,0.03,1,0.14,0.9914,15.62
sess_0015,2026-05-15T10:03:00+00:00,12.0,,0.32,62.42,4.49,0.06,0.03,1,0.14,0.9808,15.63
sess_0015,2026-05-15T10:04:00+00:00,10.04,,0.29,50.59,6.45,0.04,0.03,1,0.12,0.9659,15.64
sess_0015,2026-05-15T10:05:00+00:00,11.49,,0.27,58.18,5.67,0.06,0.03,0,0.08,0.9469,15.65
sess_0015,2026-05-15T10:06:00+00:00,11.75,,0.28,53.89,4.36,0.05,0.03,1,0.07,0.9239,15.66
sess_0015,2026-05-15T10:07:00+00:00,12.7,,0.31,65.18,5.82,0.06,0.03,1,0.16,0.8969,15.67
sess_0015,2026-05-15T10:08:00+00:00,12.0,,0.29,60.74,2.54,0.06,0.03,1,0.09,0.866,15.68
sess_0015,2026-05-15T10:09:00+00:00,12.86,,0.33,51.36,4.63,0.06,0.03,1,0.12,0.8315,15.69
sess_0015,2026-05-15T10:10:00+00:00,12.58,,0.29,53.03,5.84,0.06,0.03,1,0.14,0.7934,15.7
sess_0015,2026-05-15T10:11:00+00:00,14.03,,0.32,49.7,6.67,0.06,0.03,1,0.1,0.7518,15.71
sess_0015,2026-05-15T10:12:00+00:00,10.12,,0.26,58.62,7.29,0.06,0.03,1,0.11,0.7071,15.72
sess_0015,2026-05-15T10:13:00+00:00,12.41,,0.32,57.44,6.49,0.06,0.03,1,0.11,0.6593,15.73
sess_0015,2026-05-15T10:14:00+00:00,11.9,,0.29,58.28,5.37,0.06,0.02,1,0.13,0.6088,15.74
sess_0015,2026-05-15T10:15:00+00:00,11.2,,0.27,55.72,7.91,0.06,0.03,1,0.14,0.5556,15.75
sess_0015,2026-05-15T10:16:00+00:00,12.58,,0.29,55.54,3.34,0.06,0.03,1,0.06,0.5,15.76
sess_0015,2026-05-15T10:17:00+00:00,11.92,,0.31,61.33,7.06,0.06,0.02,1,0.16,0.4423,15.77
sess_0015,2026-05-15T10:18:00+00:00,10.99,,0.3,59.15,5.04,0.06,0.03,1,0.09,0.3827,15.78
sess_0015,2026-05-15T10:19:00+00:00,9.66,,0.3,56.42,6.34,0.06,0.03,1,0.16,0.3214,15.79
sess_0015,2026-05-15T10:20:00+00:00,10.58,,0.26,54.12,9.29,0.05,0.03,1,0.09,0.2588,15.8
sess_0015,2026-05-15T10:21:00+00:00,10.59,,0.25,55.62,7.54,0.06,0.03,1,0.14,0.1951,15.81
sess_0015,2026-05-15T10:22:00+00:00,11.25,,0.3,54.75,7.3,0.06,0.02,1,0.14,0.1305,15.82
sess_0015,2026-05-15T10:23:00+00:00,12.33,,0.29,60.85,6.11,0.06,0.02,1,0.14,0.0654,15.83
sess_0015,2026-05-15T10:24:00+00:00,11.78,,0.28,53.64,4.07,0.07,0.03,1,0.13,0.0,15.84
sess_0015,2026-05-15T10:25:00+00:00,10.69,,0.28,62.61,5.38,0.06,0.03,1,0.11,-0.0654,15.85
sess_0015,2026-05-15T10:26:00+00:00,10.4,,0.29,64.53,8.03,0.06,0.03,1,0.15,-0.1305,15.86
sess_0015,2026-05-15T10:27:00+00:00,12.16,,0.28,60.4,4.84,0.06,0.03,1,0.13,-0.1951,15.87
sess_0015,2026-05-15T10:28:00+00:00,10.53,,0.29,56.03,5.5,0.05,0.03,1,0.08,-0.2588,15.88
sess_0015,2026-05-15T10:29:00+00:00,12.49,,0.29,62.26,3.67,0.06,0.03,1,0.1,-0.3214,15.89
sess_0015,2026-05-15T10:30:00+00:00,11.97,,0.28,60.39,5.58,0.05,0.03,1,0.15,-0.3827,15.9
sess_0015,2026-05-15T10:31:00+00:00,11.86,,0.28,56.32,5.35,0.06,0.03,1,0.07,-0.4423,15.91
sess_0015,2026-05-15T10:32:00+00:00,10.88,,0.3,58.21,8.76,0.06,0.03,1,0.15,-0.5,15.92
sess_0015,2026-05-15T10:33:00+00:00,10.34,,0.27,52.29,5.17,0.05,0.03,1,0.09,-0.5556,15.93
sess_0015,2026-05-15T10:34:00+00:00,12.26,,0.28,55.65,6.91,0.06,0.03,1,0.1,-0.6088,15.94
sess_0015,2026-05-15T10:35:00+00:00,11.27,,0.29,59.63,6.86,0.06,0.03,1,0.1,-0.6593,15.95
sess_0015,2026-05-15T10:36:00+00:00,10.94,,0.29,61.83,6.59,0.06,0.03,1,0.09,-0.7071,15.96
sess_0015,2026-05-15T10:37:00+00:00,12.74,,0.26,54.93,10.19,0.06,0.03,1,0.13,-0.7518,15.97
sess_0015,2026-05-15T10:38:00+00:00,13.08,,0.27,55.38,6.47,0.06,0.03,1,0.12,-0.7934,15.98
sess_0015,2026-05-15T10:39:00+00:00,10.93,,0.29,54.74,2.37,0.06,0.03,1,0.15,-0.8315,15.99
sess_0016,2026-05-15T10:40:00+00:00,11.42,,0.27,57.57,4.71,0.06,0.03,1,0.11,-0.866,16.0
sess_0016,2026-05-15T10:41:00+00:00,12.05,,0.29,66.79,2.03,0.06,0.02,1,0.11,-0.8969,16.01
sess_0016,2026-05-15T10:42:00+00:00,10.98,,0.3,61.38,7.65,0.05,0.03,1,0.17,-0.9239,16.02
sess_0016,2026-05-15T10:43:00+00:00,10.02,,0.29,55.99,7.82,0.06,0.03,1,0.11,-0.9469,16.03
sess_0016,2026-05-15T10:44:00+00:00,10.81,,0.32,55.87,4.67,0.06,0.03,1,0.12,-0.9659,16.04
sess_0016,2026-05-15T10:45:00+00:00,11.8,,0.24,61.55,5.24,0.06,0.03,1,0.08,-0.9808,16.05
sess_0016,2026-05-15T10:46:00+00:00,11.95,,0.27,63.94,3.86,0.06,0.03,1,0.14,-0.9914,16.06
sess_0016,2026-05-15T10:47:00+00:00,12.28,,0.36,58.2,5.88,0.05,0.03,1,0.11,-0.9979,16.07
sess_0016,2026-05-15T10:48:00+00:00,10.5,,0.31,57.09,3.72,0.05,0.03,1,0.16,-1.0,16.08
sess_0016,2026-05-15T10:49:00+00:00,9.67,,0.24,53.99,6.68,0.06,0.03,1,0.12,-0.9979,16.09
sess_0016,2026-05-15T10:50:00+00:00,12.88,,0.29,61.11,4.93,0.06,0.03,1,0.09,-0.9914,16.1
sess_0016,2026-05-15T10:51:00+00:00,11.23,,0.28,56.83,4.39,0.06,0.03,1,0.09,-0.9808,16.11
sess_0016,2026-05-15T10:52:00+00:00,11.43,,0.33,49.06,5.54,0.06,0.03,1,0.13,-0.9659,16.12
sess_0016,2026-05-15T10:53:00+00:00,11.23,,0.29,61.96,5.36,0.06,0.03,1,0.11,-0.9469,16.13
sess_0016,2026-05-15T10:54:00+00:00,11.69,,0.27,51.07,8.44,0.06,0.03,1,0.06,-0.9239,16.14
sess_0016,2026-05-15T10:55:00+00:00,12.95,,0.28,54.8,6.99,0.06,0.03,1,0.12,-0.8969,16.15
sess_0016,2026-05-15T10:56:00+00:00,11.72,,0.31,50.45,6.05,0.05,0.02,1,0.14,-0.866,16.16
sess_0016,2026-05-15T10:57:00+00:00,11.31,,0.32,59.43,5.33,0.05,0.03,1,0.08,-0.8315,16.17
sess_0016,2026-05-15T10:58:00+00:00,12.35,,0.32,58.36,8.81,0.06,0.03,1,0.08,-0.7934,16.18
sess_0016,2026-05-15T10:59:00+00:00,11.72,,0.26,52.12,8.41,0.05,0.03,1,0.09,-0.7518,16.19
sess_0016,2026-05-15T11:00:00+00:00,12.33,,0.34,62.12,6.09,0.06,0.03,1,0.16,-0.7071,16.2
sess_0016,2026-05-15T11:01:00+00:00,11.39,,0.31,60.43,6.57,0.06,0.03,1,0.07,-0.6593,16.21
sess_0016,2026-05-15T11:02:00+00:00,10.85,,0.27,54.13,6.06,0.06,0.03,1,0.12,-0.6088,16.22
sess_0016,2026-05-15T11:03:00+00:00,10.53,,0.31,70.96,4.13,0.06,0.03,1,0.14,-0.5556,16.23
sess_0016,2026-05-15T11:04:00+00:00,10.32,,0.3,69.4,5.59,0.06,0.03,1,0.15,-0.5,16.24
sess_0016,2026-05-15T11:05:00+00:00,12.3,,0.3,63.25,7.22,0.06,0.03,1,0.11,-0.4423,16.25
sess_0016,2026-05-15T11:06:00+00:00,11.17,,0.27,53.53,4.56,0.06,0.03,1,0.12,-0.3827,16.26
sess_0016,2026-05-15T11:07:00+00:00,11.58,,0.33,56.85,5.5,0.06,0.03,1,0.12,-0.3214,16.27
sess_0016,2026-05-15T11:08:00+00:00,11.07,,0.31,58.54,6.74,0.06,0.03,1,0.15,-0.2588,16.28
sess_0016,2026-05-15T11:09:00+00:00,12.78,,0.28,60.58,5.97,0.06,0.03,1,0.13,-0.1951,16.29
sess_0016,2026-05-15T11:10:00+00:00,11.2,,0.32,52.89,7.0,0.06,0.03,1,0.09,-0.1305,16.3
sess_0016,2026-05-15T11:11:00+00:00,11.84,,0.3,55.99,8.44,0.05,0.03,1,0.08,-0.0654,16.31
sess_0016,2026-05-15T11:12:00+00:00,12.35,,0.28,55.56,5.32,0.06,0.03,1,0.16,0.0,16.32
sess_0016,2026-05-15T11:13:00+00:00,11.41,,0.27,54.82,1.61,0.06,0.03,1,0.12,0.0654,16.33
sess_0016,2026-05-15T11:14:00+00:00,11.16,,0.35,66.55,4.03,0.06,0.03,1,0.14,0.1305,16.34
sess_0016,2026-05-15T11:15:00+00:00,11.22,,0.29,60.44,6.06,0.05,0.03,1,0.14,0.1951,16.35
sess_0016,2026-05-15T11:16:00+00:00,12.67,,0.29,64.28,3.33,0.06,0.03,1,0.1,0.2588,16.36
sess_0016,2026-05-15T11:17:00+00:00,12.47,,0.29,53.37,2.58,0.05,0.03,1,0.07,0.3214,16.37
sess_0016,2026-05-15T11:18:00+00:00,12.64,,0.31,56.18,6.67,0.06,0.03,1,0.12,0.3827,16.38
sess_0016,2026-05-15T11:19:00+00:00,11.74,,0.26,56.02,5.9,0.05,0.03,1,0.1,0.4423,16.39
sess_0016,2026-05-15T11:20:00+00:00,11.88,,0.29,52.84,5.37,0.06,0.03,1,0.12,0.5,16.4
sess_0016,2026-05-15T11:21:00+00:00,11.88,,0.28,60.35,6.93,0.06,0.03,1,0.1,0.5556,16.41
sess_0016,2026-05-15T11:22:00+00:00,11.75,,0.3,59.94,3.09,0.06,0.04,1,0.12,0.6088,16.42
sess_0016,2026-05-15T11:23:00+00:00,11.13,,0.29,64.05,2.98,0.05,0.03,1,0.11,0.6593,16.43
sess_0016,2026-05-15T11:24:00+00:00,11.7,,0.32,65.84,6.73,0.06,0.03,1,0.13,0.7071,16.44
sess_0016,2026-05-15T11:25:00+00:00,11.61,,0.34,58.33,6.35,0.05,0.03,1,0.12,0.7518,16.45
sess_0016,2026-05-15T11:26:00+00:00,13.14,,0.31,60.28,7.33,0.05,0.03,1,0.11,0.7934,16.46
sess_0016,2026-05-15T11:27:00+00:00,11.64,,0.3,60.56,6.71,0.06,0.03,1,0.13,0.8315,16.47
sess_0016,2026-05-15T11:28:00+00:00,10.07,,0.26,61.27,4.86,0.05,0.03,1,0.11,0.866,16.48
sess_0016,2026-05-15T11:29:00+00:00,12.06,,0.3,63.61,5.42,0.06,0.03,1,0.13,0.8969,16.49
sess_0016,2026-05-15T11:30:00+00:00,11.49,,0.34,63.68,6.56,0.06,0.03,0,0.09,0.9239,16.5
sess_0016,2026-05-15T11:31:00+00:00,13.19,,0.24,56.14,3.9,0.06,0.03,1,0.13,0.9469,16.51
sess_0016,2026-05-15T11:32:00+00:00,11.21,,0.31,55.73,7.87,0.06,0.03,1,0.06,0.9659,16.52
sess_0016,2026-05-15T11:33:00+00:00,11.06,,0.26,58.37,3.61,0.06,0.03,1,0.11,0.9808,16.53
sess_0016,2026-05-15T11:34:00+00:00,12.14,,0.3,57.2,4.72,0.05,0.03,1,0.12,0.9914,16.54
sess_0016,2026-05-15T11:35:00+00:00,11.37,,0.29,57.57,8.02,0.05,0.03,1,0.12,0.9979,16.55
sess_0016,2026-05-15T11:36:00+00:00,10.87,,0.28,60.43,6.82,0.05,0.03,1,0.12,1.0,16.56
sess_0016,2026-05-15T11:37:00+00:00,10.59,,0.28,53.7,6.83,0.06,0.03,1,0.1,0.9979,16.57
sess_0016,2026-05-15T11:38:00+00:00,11.18,,0.29,57.97,4.42,0.06,0.03,1,0.12,0.9914,16.58
sess_0016,2026-05-15T11:39:00+00:00,11.23,,0.27,59.52,6.52,0.06,0.03,1,0.11,0.9808,16.59
sess_0016,2026-05-15T11:40:00+00:00,11.45,,0.24,58.01,5.39,0.06,0.02,1,0.13,0.9659,16.6
sess_0016,2026-05-15T11:41:00+00:00,12.43,,0.24,56.78,5.61,0.06,0.03,0,0.12,0.9469,16.61
sess_0016,2026-05-15T11:42:00+00:00,10.75,,0.35,50.53,7.7,0.06,0.03,1,0.11,0.9239,16.62
sess_0016,2026-05-15T11:43:00+00:00,12.96,,0.3,67.33,5.95,0.06,0.03,1,0.09,0.8969,16.63
sess_0016,2026-05-15T11:44:00+00:00,10.26,,0.29,69.6,1.34,0.07,0.03,1,0.16,0.866,16.64
sess_0016,2026-05-15T11:45:00+00:00,10.32,,0.28,58.27,7.01,0.06,0.03,1,0.12,0.8315,16.65
sess_0016,2026-05-15T11:46:00+00:00,11.56,,0.3,61.14,4.55,0.06,0.03,1,0.11,0.7934,16.66
sess_0016,2026-05-15T11:47:00+00:00,11.39,,0.26,65.58,7.19,0.05,0.03,1,0.14,0.7518,16.67
sess_0016,2026-05-15T11:48:00+00:00,11.81,,0.28,59.47,8.08,0.05,0.03,1,0.12,0.7071,16.68
sess_0016,2026-05-15T11:49:00+00:00,10.41,,0.27,52.79,7.95,0.05,0.03,1,0.11,0.6593,16.69
sess_0016,2026-05-15T11:50:00+00:00,12.04,,0.24,59.81,4.15,0.06,0.03,1,0.07,0.6088,16.7
sess_0016,2026-05-15T11:51:00+00:00,12.86,,0.26,55.06,5.71,0.06,0.02,1,0.12,0.5556,16.71
sess_0016,2026-05-15T11:52:00+00:00,12.36,,0.29,52.27,6.11,0.06,0.03,1,0.14,0.5,16.72
sess_0016,2026-05-15T11:53:00+00:00,11.18,,0.3,65.83,5.54,0.07,0.03,1,0.14,0.4423,16.73
sess_0016,2026-05-15T11:54:00+00:00,11.77,,0.31,52.61,7.34,0.06,0.03,1,0.11,0.3827,16.74
sess_0016,2026-05-15T11:55:00+00:00,11.65,,0.32,61.9,7.97,0.05,0.04,1,0.08,0.3214,16.75
sess_0016,2026-05-15T11:56:00+00:00,12.26,,0.29,55.44,2.65,0.06,0.03,1,0.11,0.2588,16.76
sess_0016,2026-05-15T11:57:00+00:00,12.95,,0.28,52.42,5.06,0.05,0.03,1,0.12,0.1951,16.77
sess_0016,2026-05-15T11:58:00+00:00,12.24,,0.31,64.45,5.01,0.05,0.02,1,0.08,0.1305,16.78
sess_0016,2026-05-15T11:59:00+00:00,12.74,,0.33,58.04,5.55,0.05,0.03,1,0.11,0.0654,16.79
sess_0016,2026-05-15T12:00:00+00:00,10.62,,0.3,59.07,3.8,0.06,0.03,1,0.18,0.0,16.8
sess_0016,2026-05-15T12:01:00+00:00,10.75,,0.28,50.06,5.93,0.06,0.03,1,0.05,-0.0654,16.81
sess_0016,2026-05-15T12:02:00+00:00,11.72,,0.32,63.73,6.45,0.06,0.03,1,0.11,-0.1305,16.82
sess_0016,2026-05-15T12:03:00+00:00,9.66,,0.31,63.55,6.46,0.06,0.03,1,0.12,-0.1951,16.83
sess_0016,2026-05-15T12:04:00+00:00,12.17,,0.27,60.45,6.16,0.06,0.03,1,0.06,-0.2588,16.84
sess_0016,2026-05-15T12:05:00+00:00,13.33,,0.31,61.31,7.2,0.06,0.03,1,0.11,-0.3214,16.85
sess_0016,2026-05-15T12:06:00+00:00,10.8,,0.28,60.57,6.37,0.05,0.03,1,0.06,-0.3827,16.86
sess_0016,2026-05-15T12:07:00+00:00,10.19,,0.31,61.23,8.74,0.05,0.03,1,0.11,-0.4423,16.87
sess_0016,2026-05-15T12:08:00+00:00,10.63,,0.29,59.4,3.92,0.06,0.03,1,0.13,-0.5,16.88
sess_0016,2026-05-15T12:09:00+00:00,10.68,,0.32,58.33,5.34,0.05,0.03,1,0.15,-0.5556,16.89
sess_0016,2026-05-15T12:10:00+00:00,10.85,,0.31,63.39,4.95,0.06,0.03,1,0.11,-0.6088,16.9
sess_0016,2026-05-15T12:11:00+00:00,13.01,,0.28,64.31,3.57,0.06,0.03,1,0.12,-0.6593,16.91
sess_0016,2026-05-15T12:12:00+00:00,11.69,,0.32,56.89,6.04,0.06,0.03,1,0.11,-0.7071,16.92
sess_0016,2026-05-15T12:13:00+00:00,10.78,,0.32,60.87,5.74,0.05,0.03,1,0.15,-0.7518,16.93
sess_0016,2026-05-15T12:14:00+00:00,11.49,,0.32,57.69,3.01,0.05,0.03,1,0.12,-0.7934,16.94
sess_0016,2026-05-15T12:15:00+00:00,12.0,,0.28,57.12,3.71,0.05,0.03,1,0.1,-0.8315,16.95
sess_0016,2026-05-15T12:16:00+00:00,12.29,,0.28,58.31,6.33,0.06,0.03,1,0.12,-0.866,16.96
sess_0016,2026-05-15T12:17:00+00:00,10.67,,0.29,55.28,3.21,0.06,0.03,1,0.14,-0.8969,16.97
sess_0016,2026-05-15T12:18:00+00:00,13.14,,0.3,63.18,6.41,0.06,0.02,1,0.07,-0.9239,16.98
sess_0016,2026-05-15T12:19:00+00:00,12.3,,0.31,51.82,7.06,0.06,0.03,1,0.13,-0.9469,16.99
sess_0017,2026-05-15T12:20:00+00:00,11.44,,0.31,59.02,4.82,0.06,0.03,1,0.14,-0.9659,17.0
sess_0017,2026-05-15T12:21:00+00:00,13.21,,0.29,62.92,5.68,0.06,0.03,1,0.1,-0.9808,17.01
sess_0017,2026-05-15T12:22:00+00:00,12.07,,0.26,55.42,6.49,0.06,0.03,1,0.13,-0.9914,17.02
sess_0017,2026-05-15T12:23:00+00:00,12.84,,0.29,56.79,6.0,0.06,0.03,1,0.09,-0.9979,17.03
sess_0017,2026-05-15T12:24:00+00:00,12.67,,0.31,49.5,7.72,0.06,0.03,1,0.12,-1.0,17.04
sess_0017,2026-05-15T12:25:00+00:00,11.6,,0.3,58.54,8.97,0.05,0.03,1,0.12,-0.9979,17.05
sess_0017,2026-05-15T12:26:00+00:00,11.03,,0.31,69.28,7.33,0.06,0.03,1,0.1,-0.9914,17.06
sess_0017,2026-05-15T12:27:00+00:00,11.67,,0.31,62.05,4.99,0.06,0.03,1,0.1,-0.9808,17.07
sess_0017,2026-05-15T12:28:00+00:00,12.68,,0.28,57.87,4.29,0.06,0.03,1,0.08,-0.9659,17.08
sess_0017,2026-05-15T12:29:00+00:00,11.39,,0.27,57.04,9.08,0.05,0.03,1,0.1,-0.9469,17.09
sess_0017,2026-05-15T12:30:00+00:00,12.15,,0.25,61.92,8.19,0.06,0.03,1,0.13,-0.9239,17.1
sess_0017,2026-05-15T12:31:00+00:00,12.35,,0.28,65.94,6.89,0.06,0.03,1,0.14,-0.8969,17.11
sess_0017,2026-05-15T12:32:00+00:00,10.89,,0.28,60.22,5.97,0.06,0.03,1,0.11,-0.866,17.12
sess_0017,2026-05-15T12:33:00+00:00,12.45,,0.32,59.64,8.99,0.06,0.03,1,0.08,-0.8315,17.13
sess_0017,2026-05-15T12:34:00+00:00,10.46,,0.32,55.46,6.0,0.06,0.03,1,0.1,-0.7934,17.14
sess_0017,2026-05-15T12:35:00+00:00,12.0,,0.28,58.82,3.44,0.05,0.03,1,0.09,-0.7518,17.15
sess_0017,2026-05-15T12:36:00+00:00,11.12,,0.26,63.16,3.96,0.06,0.03,1,0.12,-0.7071,17.16
sess_0017,2026-05-15T12:37:00+00:00,12.73,,0.31,52.29,7.83,0.06,0.02,1,0.16,-0.6593,17.17
sess_0017,2026-05-15T12:38:00+00:00,11.06,,0.29,58.98,7.89,0.06,0.03,1,0.13,-0.6088,17.18
sess_0017,2026-05-15T12:39:00+00:00,12.67,,0.25,58.53,4.85,0.07,0.03,1,0.12,-0.5556,17.19
sess_0017,2026-05-15T12:40:00+00:00,13.2,,0.27,56.51,8.8,0.06,0.03,1,0.08,-0.5,17.2
sess_0017,2026-05-15T12:41:00+00:00,12.27,,0.29,52.37,2.82,0.06,0.03,1,0.1,-0.4423,17.21
sess_0017,2026-05-15T12:42:00+00:00,13.05,,0.3,66.09,7.22,0.06,0.04,1,0.1,-0.3827,17.22
sess_0017,2026-05-15T12:43:00+00:00,13.91,,0.25,59.49,8.64,0.06,0.03,1,0.12,-0.3214,17.23
sess_0017,2026-05-15T12:44:00+00:00,12.05,,0.31,53.56,3.68,0.06,0.03,1,0.11,-0.2588,17.24
sess_0017,2026-05-15T12:45:00+00:00,11.36,,0.27,61.69,7.84,0.06,0.03,1,0.13,-0.1951,17.25
sess_0017,2026-05-15T12:46:00+00:00,12.19,,0.28,56.89,6.13,0.05,0.03,1,0.11,-0.1305,17.26
sess_0017,2026-05-15T12:47:00+00:00,11.81,,0.32,60.1,5.41,0.06,0.03,1,0.13,-0.0654,17.27
sess_0017,2026-05-15T12:48:00+00:00,11.87,,0.26,62.73,6.15,0.06,0.03,1,0.12,0.0,17.28
sess_0017,2026-05-15T12:49:00+00:00,11.72,,0.3,66.58,5.62,0.06,0.03,1,0.09,0.0654,17.29
sess_0017,2026-05-15T12:50:00+00:00,11.11,,0.29,60.49,6.68,0.06,0.03,1,0.1,0.1305,17.3
sess_0017,2026-05-15T12:51:00+00:00,12.17,,0.27,56.43,6.56,0.06,0.03,1,0.14,0.1951,17.31
sess_0017,2026-05-15T12:52:00+00:00,12.0,,0.26,56.91,9.27,0.05,0.03,1,0.13,0.2588,17.32
sess_0017,2026-05-15T12:53:00+00:00,10.55,,0.34,65.44,7.11,0.06,0.03,1,0.1,0.3214,17.33
sess_0017,2026-05-15T12:54:00+00:00,12.35,,0.33,52.64,4.58,0.06,0.03,1,0.13,0.3827,17.34
sess_0017,2026-05-15T12:55:00+00:00,11.2,,0.26,59.82,8.46,0.06,0.03,1,0.12,0.4423,17.35
sess_0017,2026-05-15T12:56:00+00:00,11.52,,0.34,51.72,6.25,0.05,0.03,1,0.09,0.5,17.36
sess_0017,2026-05-15T12:57:00+00:00,12.31,,0.3,61.24,6.85,0.07,0.04,1,0.11,0.5556,17.37
sess_0017,2026-05-15T12:58:00+00:00,11.88,,0.32,61.01,5.99,0.05,0.03,1,0.12,0.6088,17.38
sess_0017,2026-05-15T12:59:00+00:00,11.14,,0.32,54.79,5.63,0.06,0.03,1,0.11,0.6593,17.39
sess_0017,2026-05-15T13:00:00+00:00,10.04,,0.3,59.74,7.56,0.06,0.03,1,0.11,0.7071,17.4
sess_0017,2026-05-15T13:01:00+00:00,12.06,,0.29,56.09,1.78,0.07,0.03,1,0.13,0.7518,17.41
sess_0017,2026-05-15T13:02:00+00:00,11.78,,0.31,54.07,3.06,0.06,0.03,1,0.12,0.7934,17.42
sess_0017,2026-05-15T13:03:00+00:00,12.09,,0.29,50.81,5.49,0.06,0.03,1,0.14,0.8315,17.43
sess_0017,2026-05-15T13:04:00+00:00,11.62,,0.24,57.92,5.35,0.05,0.03,1,0.12,0.866,17.44
